"HPI for Three-Digit ZIP Codes (All-Transactions Index)
Experimental Indexes Showing Cumulative (Nominal) Annual Appreciation",,,,,,
,,,,,,
"* These annual ZIP3 indexes should be considered developmental. As with the standard FHFA HPIs, revisions to these indexes may reflect the impact of new data or technical adjustments. Indexes are calibrated using appraisal values and sales prices for mortgages bought or guaranteed by Fannie Mae and Freddie Mac. As discussed in the Working Paper 16-01, in cases where sample sizes are small for the three-digit ZIP Code area, an index is either not reported if recording has not started or a missing value is reported with a period ("".""). Index values always reflect the native three-digit ZIP index, i.e. they are not made with data from another area or year. Three HPI values are provided and, since the indexes reflect cumulative appreciation since a certain period, the values reflect the base year being used (annual appreciations are the same). Column A is the first three digits of the ZIP code, Column B is the year, Column C is the annual change, Column D is the index value with a base of 100 when first recorded, Column E is the index value with a base of 100 in 1990, and Column F is the index value with a base of 100 in 2000. If a ZIP3 HPI has a missing value in Column D in 1990 or 2000 then the ZIP3 HPI will have blank values in Column E or F, respectively.",,,,,,
"** For tracking and feedback purposes, please cite Working Paper 16-01 when using these data. A suggested form is: Bogin, A., Doerner, W. and Larson, W. (2016). Local House Price Dynamics: New Indices and Stylized Facts. Federal Housing Finance Agency, Working Paper 16-01. The working paper is accessible at http://www.fhfa.gov/papers/wp1601.aspx.",,,,,,
"Last updated: February 23, 2017.",,,,,,
Not Seasonally Adjusted (NSA) ,,,,,,
Three-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,
905,1997,3.42,446.31,78.82,77.67,
905,1998,12.05,500.10,88.32,87.03,
905,1999,5.83,529.27,93.47,92.11,
905,2000,8.57,574.61,101.48,100.00,
905,2001,8.18,621.61,109.78,108.18,
905,2002,11.62,693.83,122.53,120.75,
905,2003,10.69,767.98,135.63,133.65,
905,2004,19.49,917.65,162.06,159.70,
905,2005,23.42,1132.60,200.02,197.11,
905,2006,10.32,1249.46,220.66,217.45,
905,2007,-0.44,1243.97,219.69,216.49,
905,2008,-10.24,1116.54,197.19,194.31,
905,2009,-9.92,1005.78,177.63,175.04,
905,2010,1.31,1018.95,179.95,177.33,
905,2011,-4.58,972.27,171.71,169.21,
905,2012,-0.79,964.56,170.35,167.86,
905,2013,7.24,1034.35,182.67,180.01,
905,2014,10.42,1142.15,201.71,198.77,
905,2015,4.46,1193.08,210.70,207.63,
905,2016,5.55,1259.32,222.40,219.16,
906,1975,.,100.00,20.52,19.38,
906,1976,13.69,113.69,23.33,22.03,
906,1977,22.94,139.76,28.68,27.09,
906,1978,15.81,161.86,33.21,31.37,
906,1979,15.62,187.14,38.40,36.27,
906,1980,14.93,215.09,44.13,41.69,
906,1981,8.77,233.95,48.00,45.34,
906,1982,3.01,240.98,49.45,46.70,
906,1983,3.36,249.08,51.11,48.27,
906,1984,2.43,255.13,52.35,49.45,
906,1985,5.19,268.38,55.07,52.01,
906,1986,7.39,288.20,59.14,55.86,
906,1987,9.24,314.83,64.60,61.02,
906,1988,18.15,371.97,76.32,72.09,
906,1989,24.54,463.27,95.06,89.79,
906,1990,5.20,487.36,100.00,94.45,
906,1991,-0.78,483.53,99.22,93.71,
906,1992,-1.08,478.30,98.14,92.70,
906,1993,-5.24,453.23,93.00,87.84,
906,1994,-3.87,435.68,89.40,84.44,
906,1995,-3.21,421.69,86.53,81.73,
906,1996,-1.54,415.22,85.20,80.47,
906,1997,0.34,416.61,85.48,80.74,
906,1998,6.83,445.07,91.32,86.26,
906,1999,5.88,471.25,96.70,91.33,
906,2000,9.49,515.97,105.87,100.00,
906,2001,9.13,563.06,115.53,109.13,
906,2002,13.80,640.76,131.48,124.19,
906,2003,12.62,721.63,148.07,139.86,
906,2004,24.20,896.27,183.90,173.71,
906,2005,24.81,1118.66,229.54,216.81,
906,2006,15.45,1291.53,265.01,250.31,
906,2007,-0.69,1282.59,263.17,248.58,
906,2008,-18.54,1044.82,214.39,202.50,
906,2009,-16.14,876.17,179.78,169.81,
906,2010,-0.30,873.57,179.25,169.30,
906,2011,-4.85,831.20,170.55,161.09,
906,2012,-1.44,819.25,168.10,158.78,
906,2013,9.92,900.50,184.77,174.52,
906,2014,13.92,1025.83,210.49,198.82,
906,2015,4.50,1071.97,219.96,207.76,
906,2016,7.53,1152.64,236.51,223.39,
907,1975,.,100.00,18.87,18.14,
907,1976,15.92,115.92,21.87,21.03,
907,1977,21.37,140.69,26.54,25.52,
907,1978,16.99,164.60,31.05,29.85,
907,1979,17.60,193.56,36.52,35.11,
907,1980,18.04,228.48,43.11,41.44,
907,1981,10.55,252.59,47.65,45.81,
907,1982,3.85,262.31,49.49,47.58,
907,1983,2.54,268.96,50.74,48.78,
907,1984,3.25,277.70,52.39,50.37,
907,1985,4.45,290.06,54.72,52.61,
907,1986,7.83,312.78,59.01,56.73,
907,1987,10.92,346.94,65.45,62.93,
907,1988,20.69,418.73,79.00,75.95,
907,1989,23.22,515.93,97.34,93.58,
907,1990,2.74,530.05,100.00,96.14,
907,1991,-2.06,519.12,97.94,94.16,
907,1992,-1.99,508.82,95.99,92.29,
907,1993,-6.79,474.26,89.47,86.02,
907,1994,-5.28,449.20,84.75,81.47,
907,1995,-3.19,434.86,82.04,78.87,
907,1996,-1.30,429.20,80.97,77.85,
907,1997,2.02,437.89,82.61,79.42,
907,1998,8.52,475.20,89.65,86.19,
907,1999,6.01,503.77,95.04,91.37,
907,2000,9.44,551.34,104.02,100.00,
907,2001,8.60,598.74,112.96,108.60,
907,2002,13.19,677.69,127.85,122.92,
907,2003,12.12,759.84,143.35,137.82,
907,2004,22.92,933.95,176.20,169.40,
907,2005,24.63,1164.01,219.60,211.13,
907,2006,14.74,1335.59,251.97,242.25,
907,2007,-0.91,1323.42,249.68,240.04,
907,2008,-15.58,1117.23,210.78,202.64,
907,2009,-14.68,953.26,179.84,172.90,
907,2010,-0.38,949.61,179.15,172.24,
907,2011,-5.32,899.07,169.62,163.07,
907,2012,-1.76,883.27,166.64,160.21,
907,2013,8.03,954.17,180.01,173.06,
907,2014,12.31,1071.63,202.17,194.37,
907,2015,4.70,1121.97,211.67,203.50,
907,2016,6.94,1199.79,226.35,217.61,
908,1975,.,100.00,18.96,18.03,
908,1976,13.00,113.00,21.43,20.38,
908,1977,22.81,138.77,26.31,25.03,
908,1978,15.61,160.43,30.42,28.93,
908,1979,16.55,186.99,35.46,33.72,
908,1980,18.02,220.68,41.84,39.80,
908,1981,12.57,248.41,47.10,44.80,
908,1982,5.18,261.27,49.54,47.12,
908,1983,1.96,266.41,50.51,48.05,
908,1984,3.30,275.20,52.18,49.63,
908,1985,5.72,290.95,55.17,52.47,
908,1986,7.67,313.26,59.40,56.50,
908,1987,11.10,348.05,66.00,62.77,
908,1988,20.96,421.00,79.83,75.92,
908,1989,22.07,513.93,97.45,92.68,
908,1990,2.62,527.38,100.00,95.11,
908,1991,-2.34,515.02,97.66,92.88,
908,1992,-1.83,505.61,95.87,91.18,
908,1993,-7.76,466.38,88.43,84.11,
908,1994,-6.23,437.35,82.93,78.87,
908,1995,-4.99,415.52,78.79,74.94,
908,1996,0.03,415.63,78.81,74.96,
908,1997,2.84,427.45,81.05,77.09,
908,1998,9.91,469.80,89.08,84.73,
908,1999,7.20,503.61,95.49,90.82,
908,2000,10.10,554.49,105.14,100.00,
908,2001,9.78,608.71,115.42,109.78,
908,2002,13.86,693.09,131.42,125.00,
908,2003,11.64,773.74,146.71,139.54,
908,2004,23.40,954.76,181.04,172.19,
908,2005,24.41,1187.83,225.23,214.22,
908,2006,14.31,1357.85,257.47,244.88,
908,2007,-1.07,1343.33,254.72,242.26,
908,2008,-16.39,1123.13,212.96,202.55,
908,2009,-12.18,986.36,187.03,177.89,
908,2010,-1.28,973.77,184.64,175.62,
908,2011,-4.90,926.04,175.59,167.01,
908,2012,-1.33,913.70,173.25,164.78,
908,2013,9.65,1001.90,189.98,180.69,
908,2014,12.04,1122.53,212.85,202.44,
908,2015,4.11,1168.63,221.59,210.76,
908,2016,7.92,1261.24,239.15,227.46,
910,1975,.,100.00,17.15,16.11,
910,1976,16.09,116.09,19.91,18.70,
910,1977,19.74,139.00,23.84,22.39,
910,1978,19.60,166.24,28.51,26.78,
910,1979,17.39,195.15,33.47,31.44,
910,1980,19.29,232.78,39.92,37.50,
910,1981,11.51,259.58,44.52,41.82,
910,1982,4.25,270.62,46.41,43.59,
910,1983,-3.07,262.32,44.99,42.26,
910,1984,4.75,274.78,47.12,44.26,
910,1985,6.92,293.79,50.38,47.33,
910,1986,6.88,314.00,53.85,50.58,
910,1987,12.56,353.43,60.61,56.93,
910,1988,24.23,439.06,75.30,70.73,
910,1989,26.28,554.45,95.09,89.31,
910,1990,5.17,583.10,100.00,93.93,
910,1991,-2.44,568.85,97.56,91.63,
910,1992,-2.03,557.30,95.58,89.77,
910,1993,-6.65,520.26,89.22,83.81,
910,1994,-5.00,494.25,84.76,79.62,
910,1995,-4.42,472.39,81.01,76.10,
910,1996,-0.24,471.25,80.82,75.91,
910,1997,2.64,483.70,82.95,77.92,
910,1998,9.47,529.53,90.81,85.30,
910,1999,6.17,562.18,96.41,90.56,
910,2000,10.42,620.78,106.46,100.00,
910,2001,9.47,679.57,116.54,109.47,
910,2002,12.00,761.12,130.53,122.61,
910,2003,11.25,846.77,145.22,136.40,
910,2004,20.26,1018.29,174.63,164.03,
910,2005,25.63,1279.25,219.39,206.07,
910,2006,13.02,1445.75,247.94,232.89,
910,2007,0.60,1454.39,249.42,234.28,
910,2008,-12.48,1272.85,218.29,205.04,
910,2009,-10.12,1144.00,196.19,184.28,
910,2010,0.13,1145.54,196.46,184.53,
910,2011,-3.60,1104.31,189.38,177.89,
910,2012,-0.17,1102.47,189.07,177.59,
910,2013,8.96,1201.28,206.01,193.51,
910,2014,13.87,1367.93,234.59,220.36,
910,2015,5.21,1439.18,246.81,231.83,
910,2016,6.51,1532.86,262.88,246.92,
911,1975,.,100.00,19.24,16.95,
911,1976,-0.55,99.45,19.13,16.86,
911,1977,17.94,117.29,22.56,19.88,
911,1978,15.79,135.81,26.13,23.02,
911,1979,21.32,164.76,31.70,27.93,
911,1980,18.31,194.93,37.50,33.05,
911,1981,7.81,210.17,40.43,35.63,
911,1982,7.98,226.93,43.66,38.47,
911,1983,-0.82,225.08,43.30,38.16,
911,1984,4.23,234.60,45.13,39.77,
911,1985,8.31,254.10,48.88,43.08,
911,1986,7.02,271.93,52.31,46.10,
911,1987,11.91,304.31,58.54,51.59,
911,1988,26.89,386.16,74.29,65.47,
911,1989,26.52,488.56,93.99,82.83,
911,1990,6.40,519.82,100.00,88.13,
911,1991,-1.85,510.19,98.15,86.49,
911,1992,-1.13,504.40,97.03,85.51,
911,1993,-5.46,476.86,91.74,80.84,
911,1994,-4.87,453.63,87.27,76.90,
911,1995,-4.26,434.32,83.55,73.63,
911,1996,1.81,442.19,85.07,74.96,
911,1997,2.11,451.51,86.86,76.55,
911,1998,10.28,497.93,95.79,84.41,
911,1999,6.45,530.05,101.97,89.86,
911,2000,11.28,589.86,113.48,100.00,
911,2001,10.69,652.93,125.61,110.69,
911,2002,11.52,728.13,140.07,123.44,
911,2003,10.24,802.69,154.42,136.08,
911,2004,19.75,961.22,184.91,162.96,
911,2005,23.88,1190.79,229.08,201.88,
911,2006,14.06,1358.24,261.29,230.26,
911,2007,1.00,1371.88,263.91,232.57,
911,2008,-11.04,1220.44,234.78,206.90,
911,2009,-8.95,1111.26,213.78,188.39,
911,2010,0.83,1120.52,215.56,189.96,
911,2011,-3.00,1086.95,209.10,184.27,
911,2012,0.53,1092.71,210.21,185.25,
911,2013,7.95,1179.59,226.92,199.98,
911,2014,13.54,1339.34,257.66,227.06,
911,2015,5.27,1409.97,271.24,239.03,
911,2016,6.56,1502.40,289.02,254.70,
912,1975,.,100.00,17.11,16.28,
912,1976,17.35,117.35,20.08,19.11,
912,1977,21.08,142.09,24.31,23.14,
912,1978,17.59,167.08,28.59,27.21,
912,1979,18.76,198.42,33.95,32.31,
912,1980,17.34,232.82,39.83,37.91,
912,1981,3.44,240.84,41.21,39.22,
912,1982,3.63,249.57,42.70,40.64,
912,1983,3.81,259.07,44.33,42.19,
912,1984,5.89,274.34,46.94,44.68,
912,1985,7.12,293.89,50.28,47.86,
912,1986,6.87,314.08,53.74,51.15,
912,1987,13.19,355.49,60.82,57.89,
912,1988,26.60,450.06,77.00,73.29,
912,1989,26.53,569.47,97.43,92.74,
912,1990,2.63,584.47,100.00,95.18,
912,1991,-3.40,564.58,96.60,91.94,
912,1992,-3.38,545.51,93.33,88.83,
912,1993,-9.47,493.87,84.50,80.42,
912,1994,-7.49,456.90,78.17,74.40,
912,1995,-2.36,446.10,76.33,72.65,
912,1996,-0.08,445.73,76.26,72.59,
912,1997,5.06,468.28,80.12,76.26,
912,1998,10.17,515.88,88.26,84.01,
912,1999,7.38,553.94,94.78,90.21,
912,2000,10.86,614.08,105.07,100.00,
912,2001,8.09,663.73,113.56,108.09,
912,2002,11.58,740.59,126.71,120.60,
912,2003,9.77,812.95,139.09,132.38,
912,2004,19.40,970.65,166.07,158.07,
912,2005,23.24,1196.25,204.67,194.80,
912,2006,12.89,1350.48,231.06,219.92,
912,2007,-0.91,1338.20,228.96,217.92,
912,2008,-10.68,1195.32,204.51,194.65,
912,2009,-9.45,1082.32,185.18,176.25,
912,2010,0.39,1086.49,185.89,176.93,
912,2011,-4.59,1036.62,177.36,168.81,
912,2012,-0.68,1029.53,176.15,167.65,
912,2013,8.12,1113.13,190.45,181.27,
912,2014,13.91,1268.01,216.95,206.49,
912,2015,4.96,1330.94,227.72,216.74,
912,2016,8.01,1437.61,245.97,234.11,
913,1975,.,100.00,19.24,18.86,
913,1976,18.87,118.87,22.87,22.42,
913,1977,21.65,144.60,27.82,27.27,
913,1978,18.70,171.64,33.02,32.38,
913,1979,17.40,201.50,38.77,38.01,
913,1980,17.27,236.30,45.46,44.57,
913,1981,8.64,256.73,49.39,48.43,
913,1982,-0.30,255.96,49.24,48.28,
913,1983,2.54,262.45,50.49,49.51,
913,1984,2.45,268.89,51.73,50.72,
913,1985,5.03,282.42,54.33,53.27,
913,1986,6.91,301.92,58.09,56.95,
913,1987,9.65,331.05,63.69,62.44,
913,1988,20.69,399.53,76.86,75.36,
913,1989,25.03,499.54,96.11,94.23,
913,1990,4.05,519.79,100.00,98.05,
913,1991,-3.69,500.58,96.31,94.42,
913,1992,-2.80,486.55,93.61,91.78,
913,1993,-8.07,447.30,86.06,84.37,
913,1994,-7.69,412.92,79.44,77.89,
913,1995,-4.19,395.63,76.11,74.63,
913,1996,0.02,395.72,76.13,74.64,
913,1997,2.19,404.37,77.80,76.28,
913,1998,11.21,449.70,86.52,84.83,
913,1999,7.20,482.07,92.74,90.93,
913,2000,9.97,530.15,101.99,100.00,
913,2001,9.05,578.12,111.22,109.05,
913,2002,12.14,648.29,124.72,122.28,
913,2003,12.42,728.82,140.22,137.48,
913,2004,22.80,895.02,172.19,168.82,
913,2005,24.11,1110.82,213.71,209.53,
913,2006,13.64,1262.38,242.87,238.12,
913,2007,-2.05,1236.46,237.88,233.23,
913,2008,-18.59,1006.65,193.67,189.88,
913,2009,-14.93,856.37,164.75,161.53,
913,2010,-0.26,854.12,164.32,161.11,
913,2011,-5.31,808.75,155.59,152.55,
913,2012,-1.18,799.21,153.76,150.75,
913,2013,11.23,888.93,171.02,167.68,
913,2014,13.87,1012.21,194.74,190.93,
913,2015,4.62,1058.97,203.73,199.75,
913,2016,7.34,1136.73,218.69,214.42,
914,1975,.,100.00,18.87,19.44,
914,1976,21.80,121.80,22.98,23.68,
914,1977,17.83,143.52,27.08,27.90,
914,1978,18.42,169.95,32.07,33.04,
914,1979,19.96,203.87,38.47,39.63,
914,1980,18.88,242.36,45.73,47.11,
914,1981,4.88,254.19,47.96,49.42,
914,1982,-2.45,247.96,46.78,48.20,
914,1983,5.08,260.54,49.16,50.65,
914,1984,1.79,265.20,50.04,51.56,
914,1985,4.85,278.05,52.46,54.05,
914,1986,7.03,297.61,56.15,57.86,
914,1987,9.90,327.07,61.71,63.58,
914,1988,24.17,406.14,76.63,78.95,
914,1989,25.40,509.31,96.10,99.01,
914,1990,4.06,530.00,100.00,103.03,
914,1991,-3.07,513.71,96.93,99.87,
914,1992,-3.13,497.64,93.89,96.74,
914,1993,-10.42,445.79,84.11,86.66,
914,1994,-10.92,397.11,74.93,77.20,
914,1995,-5.93,373.55,70.48,72.62,
914,1996,-0.09,373.20,70.41,72.55,
914,1997,3.03,384.49,72.55,74.75,
914,1998,14.84,441.56,83.31,85.84,
914,1999,6.66,470.95,88.86,91.55,
914,2000,9.23,514.40,97.06,100.00,
914,2001,12.09,576.60,108.79,112.09,
914,2002,12.80,650.39,122.72,126.44,
914,2003,12.44,731.31,137.98,142.17,
914,2004,23.67,904.38,170.64,175.81,
914,2005,25.30,1133.18,213.81,220.29,
914,2006,15.97,1314.17,247.96,255.48,
914,2007,-0.77,1304.07,246.05,253.51,
914,2008,-18.30,1065.41,201.02,207.12,
914,2009,-13.99,916.38,172.90,178.15,
914,2010,-0.42,912.54,172.18,177.40,
914,2011,-4.34,872.92,164.70,169.70,
914,2012,0.32,875.69,165.22,170.24,
914,2013,12.35,983.80,185.62,191.25,
914,2014,14.53,1126.78,212.60,219.05,
914,2015,4.99,1182.98,223.20,229.97,
914,2016,8.96,1288.95,243.20,250.57,
915,1975,.,100.00,17.98,16.09,
915,1976,16.14,116.14,20.88,18.69,
915,1977,24.05,144.07,25.91,23.18,
915,1978,16.74,168.19,30.24,27.06,
915,1979,17.08,196.92,35.41,31.68,
915,1980,17.58,231.54,41.63,37.26,
915,1981,6.01,245.45,44.14,39.49,
915,1982,5.57,259.12,46.59,41.69,
915,1983,-0.24,258.49,46.48,41.59,
915,1984,2.13,263.99,47.47,42.48,
915,1985,7.54,283.89,51.05,45.68,
915,1986,8.33,307.54,55.30,49.48,
915,1987,11.30,342.31,61.55,55.08,
915,1988,26.73,433.80,78.00,69.80,
915,1989,22.95,533.34,95.90,85.82,
915,1990,4.27,556.13,100.00,89.48,
915,1991,-2.45,542.51,97.55,87.29,
915,1992,-2.47,529.12,95.14,85.14,
915,1993,-6.69,493.71,88.78,79.44,
915,1994,-7.37,457.33,82.23,73.59,
915,1995,-1.22,451.74,81.23,72.69,
915,1996,-0.56,449.21,80.77,72.28,
915,1997,3.69,465.81,83.76,74.95,
915,1998,10.86,516.40,92.86,83.09,
915,1999,6.75,551.25,99.12,88.70,
915,2000,12.74,621.49,111.75,100.00,
915,2001,8.49,674.26,121.24,108.49,
915,2002,12.56,758.98,136.47,122.12,
915,2003,10.34,837.45,150.59,134.75,
915,2004,19.45,1000.35,179.88,160.96,
915,2005,24.79,1248.36,224.47,200.86,
915,2006,12.12,1399.69,251.68,225.22,
915,2007,-0.60,1391.29,250.17,223.86,
915,2008,-11.11,1236.77,222.39,199.00,
915,2009,-9.83,1115.19,200.53,179.44,
915,2010,1.77,1134.93,204.08,182.61,
915,2011,-5.02,1077.97,193.83,173.45,
915,2012,-1.43,1062.59,191.07,170.97,
915,2013,10.63,1175.54,211.38,189.15,
915,2014,12.59,1323.54,237.99,212.96,
915,2015,5.29,1393.58,250.59,224.23,
915,2016,8.04,1505.62,270.73,242.26,
916,1975,.,100.00,18.10,17.91,
916,1976,24.91,124.91,22.60,22.37,
916,1977,16.52,145.55,26.34,26.07,
916,1978,20.97,176.07,31.86,31.54,
916,1979,20.26,211.75,38.32,37.93,
916,1980,16.86,247.45,44.78,44.32,
916,1981,10.68,273.87,49.56,49.06,
916,1982,-1.22,270.52,48.95,48.46,
916,1983,-0.44,269.32,48.74,48.24,
916,1984,2.45,275.92,49.93,49.42,
916,1985,5.19,290.26,52.52,51.99,
916,1986,6.16,308.13,55.76,55.19,
916,1987,11.23,342.74,62.02,61.39,
916,1988,22.56,420.06,76.01,75.24,
916,1989,24.13,521.40,94.35,93.39,
916,1990,5.99,552.62,100.00,98.99,
916,1991,-1.20,545.99,98.80,97.80,
916,1992,-3.09,529.14,95.75,94.78,
916,1993,-10.19,475.23,86.00,85.13,
916,1994,-10.65,424.61,76.84,76.06,
916,1995,-6.04,398.98,72.20,71.47,
916,1996,-0.20,398.18,72.05,71.32,
916,1997,5.63,420.59,76.11,75.34,
916,1998,12.11,471.54,85.33,84.46,
916,1999,6.61,502.69,90.96,90.04,
916,2000,11.06,558.27,101.02,100.00,
916,2001,11.51,622.53,112.65,111.51,
916,2002,13.19,704.67,127.51,126.22,
916,2003,12.21,790.74,143.09,141.64,
916,2004,22.32,967.26,175.03,173.26,
916,2005,27.26,1230.97,222.75,220.50,
916,2006,15.78,1425.23,257.90,255.29,
916,2007,-0.30,1420.90,257.12,254.52,
916,2008,-16.91,1180.65,213.65,211.48,
916,2009,-15.23,1000.88,181.11,179.28,
916,2010,-2.25,978.38,177.04,175.25,
916,2011,-3.02,948.80,171.69,169.95,
916,2012,0.77,956.06,173.00,171.25,
916,2013,12.97,1080.04,195.44,193.46,
916,2014,14.40,1235.54,223.58,221.31,
916,2015,6.85,1320.17,238.89,236.47,
916,2016,9.04,1439.57,260.50,257.86,
917,1975,.,100.00,19.99,19.34,
917,1976,14.45,114.45,22.88,22.14,
917,1977,21.16,138.66,27.72,26.82,
917,1978,18.70,164.60,32.91,31.84,
917,1979,15.92,190.80,38.14,36.91,
917,1980,15.64,220.65,44.11,42.68,
917,1981,10.45,243.71,48.72,47.14,
917,1982,3.70,252.74,50.53,48.89,
917,1983,0.35,253.62,50.70,49.06,
917,1984,2.29,259.44,51.87,50.18,
917,1985,5.08,272.62,54.50,52.73,
917,1986,6.22,289.58,57.89,56.01,
917,1987,8.75,314.91,62.96,60.91,
917,1988,18.57,373.38,74.64,72.22,
917,1989,26.61,472.75,94.51,91.44,
917,1990,5.81,500.21,100.00,96.75,
917,1991,-1.82,491.11,98.18,94.99,
917,1992,-1.57,483.41,96.64,93.50,
917,1993,-5.33,457.63,91.49,88.51,
917,1994,-4.21,438.35,87.63,84.79,
917,1995,-4.15,420.17,84.00,81.27,
917,1996,-0.85,416.60,83.28,80.58,
917,1997,0.88,420.26,84.02,81.29,
917,1998,6.54,447.75,89.51,86.60,
917,1999,5.53,472.50,94.46,91.39,
917,2000,9.42,517.01,103.36,100.00,
917,2001,9.05,563.78,112.71,109.05,
917,2002,12.79,635.89,127.12,122.99,
917,2003,12.02,712.35,142.41,137.78,
917,2004,24.00,883.33,176.59,170.85,
917,2005,25.51,1108.63,221.63,214.43,
917,2006,14.56,1270.10,253.91,245.66,
917,2007,-0.82,1259.69,251.83,243.65,
917,2008,-17.16,1043.47,208.61,201.83,
917,2009,-15.85,878.06,175.54,169.84,
917,2010,0.54,882.84,176.49,170.76,
917,2011,-4.20,845.79,169.09,163.59,
917,2012,-1.99,828.92,165.71,160.33,
917,2013,11.10,920.91,184.11,178.12,
917,2014,15.98,1068.04,213.52,206.58,
917,2015,4.27,1113.64,222.63,215.40,
917,2016,5.76,1177.74,235.45,227.80,
918,1975,.,100.00,18.25,18.35,
918,1976,10.37,110.37,20.14,20.26,
918,1977,17.68,129.89,23.70,23.84,
918,1978,19.64,155.40,28.36,28.52,
918,1979,19.12,185.12,33.78,33.98,
918,1980,16.01,214.75,39.19,39.42,
918,1981,8.33,232.64,42.45,42.70,
918,1982,8.60,252.65,46.10,46.37,
918,1983,-1.70,248.34,45.32,45.58,
918,1984,5.37,261.68,47.75,48.03,
918,1985,5.84,276.95,50.54,50.83,
918,1986,6.14,293.96,53.64,53.96,
918,1987,13.14,332.58,60.69,61.04,
918,1988,25.95,418.88,76.44,76.88,
918,1989,25.27,524.74,95.76,96.31,
918,1990,4.43,548.00,100.00,100.58,
918,1991,-3.54,528.57,96.46,97.02,
918,1992,-0.49,525.98,95.98,96.54,
918,1993,-4.53,502.17,91.64,92.17,
918,1994,-5.10,476.58,86.97,87.47,
918,1995,-5.80,448.94,81.92,82.40,
918,1996,-1.86,440.58,80.40,80.87,
918,1997,0.58,443.15,80.87,81.34,
918,1998,6.58,472.30,86.19,86.69,
918,1999,4.00,491.21,89.64,90.16,
918,2000,10.92,544.82,99.42,100.00,
918,2001,7.15,583.79,106.53,107.15,
918,2002,12.50,656.74,119.84,120.54,
918,2003,11.96,735.29,134.18,134.96,
918,2004,23.47,907.84,165.67,166.63,
918,2005,21.74,1105.21,201.68,202.86,
918,2006,13.91,1258.91,229.73,231.07,
918,2007,0.50,1265.20,230.88,232.22,
918,2008,-8.21,1161.30,211.92,213.15,
918,2009,-7.53,1073.88,195.97,197.11,
918,2010,2.29,1098.46,200.45,201.62,
918,2011,-3.81,1056.58,192.81,193.93,
918,2012,-1.96,1035.87,189.03,190.13,
918,2013,7.02,1108.61,202.30,203.48,
918,2014,13.91,1262.84,230.45,231.79,
918,2015,2.42,1293.43,236.03,237.40,
918,2016,5.77,1368.12,249.66,251.11,
919,1975,.,100.00,25.93,20.53,
919,1976,8.87,108.87,28.23,22.35,
919,1977,18.35,128.85,33.41,26.45,
919,1978,21.04,155.96,40.44,32.01,
919,1979,18.33,184.55,47.86,37.88,
919,1980,10.59,204.09,52.93,41.89,
919,1981,2.66,209.52,54.33,43.01,
919,1982,0.11,209.75,54.39,43.06,
919,1983,4.20,218.55,56.68,44.86,
919,1984,2.33,223.64,58.00,45.91,
919,1985,6.20,237.50,61.59,48.75,
919,1986,5.61,250.84,65.05,51.49,
919,1987,6.35,266.76,69.18,54.76,
919,1988,12.68,300.60,77.95,61.71,
919,1989,19.31,358.66,93.01,73.62,
919,1990,7.52,385.62,100.00,79.16,
919,1991,1.66,392.04,101.66,80.47,
919,1992,-0.05,391.85,101.62,80.44,
919,1993,-2.55,381.87,99.03,78.39,
919,1994,-1.43,376.43,97.62,77.27,
919,1995,-2.01,368.87,95.66,75.72,
919,1996,-0.79,365.97,94.91,75.12,
919,1997,1.07,369.87,95.92,75.92,
919,1998,6.59,394.23,102.23,80.93,
919,1999,7.07,422.11,109.46,86.65,
919,2000,15.41,487.16,126.33,100.00,
919,2001,12.24,546.80,141.80,112.24,
919,2002,16.06,634.61,164.57,130.27,
919,2003,13.58,720.82,186.93,147.96,
919,2004,21.79,877.89,227.66,180.21,
919,2005,20.36,1056.66,274.02,216.90,
919,2006,4.96,1109.04,287.60,227.66,
919,2007,-6.40,1038.07,269.20,213.09,
919,2008,-20.55,824.70,213.87,169.29,
919,2009,-16.12,691.75,179.39,142.00,
919,2010,-0.75,686.58,178.05,140.93,
919,2011,-4.70,654.31,169.68,134.31,
919,2012,0.30,656.30,170.20,134.72,
919,2013,11.83,733.97,190.34,150.66,
919,2014,13.31,831.62,215.66,170.71,
919,2015,4.98,873.04,226.40,179.21,
919,2016,7.68,940.05,243.78,192.97,
920,1975,.,100.00,23.05,18.48,
920,1976,12.10,112.10,25.84,20.71,
920,1977,23.74,138.72,31.97,25.63,
920,1978,20.34,166.93,38.48,30.85,
920,1979,18.99,198.63,45.78,36.70,
920,1980,7.32,213.17,49.14,39.39,
920,1981,10.41,235.37,54.25,43.49,
920,1982,-0.64,233.87,53.91,43.21,
920,1983,2.06,238.70,55.02,44.11,
920,1984,3.98,248.21,57.21,45.86,
920,1985,3.83,257.73,59.41,47.62,
920,1986,5.85,272.80,62.88,50.41,
920,1987,6.53,290.61,66.99,53.70,
920,1988,13.10,328.67,75.76,60.73,
920,1989,23.44,405.71,93.52,74.97,
920,1990,6.93,433.83,100.00,80.16,
920,1991,-1.00,429.52,99.00,79.37,
920,1992,-1.98,420.99,97.04,77.79,
920,1993,-4.80,400.79,92.38,74.06,
920,1994,-3.12,388.29,89.50,71.75,
920,1995,-1.13,383.92,88.49,70.94,
920,1996,0.05,384.11,88.54,70.98,
920,1997,2.88,395.16,91.09,73.02,
920,1998,9.46,432.55,99.70,79.93,
